id	label
125505	1
125612	1
125978	1
126135	1
126335	1
126359	1
126509	1
126901	1
127186	1
127772	1
128551	0
130461	0
130521	0
130944	0
131334	0
134244	0
135334	0
136006	0
136488	0
136544	0
136744	0
137095	0
140652	1
140985	1
141153	1
141277	1
141333	1
141976	1
143365	1
143429	1
143436	1
143742	1
144004	1
144216	1
144741	1
144803	1
144839	1
145536	1
145550	1
145643	1
145700	1
145982	1
146040	1
146060	1
146165	1
146219	1
146410	1
146992	0
147123	0
147533	0
147871	0
148726	0
149746	0
151130	0
151459	0
152481	0
153981	0
154252	0
157038	0
157230	1
157491	1
157579	0
158005	1
160456	1
160894	1
160906	1
161230	0
162133	0
162599	0
162714	1
163076	1
163223	1
163423	1
163809	1
163842	1
164742	1
164890	1
165294	1
165887	0
167133	0
167592	1
167796	1
167921	1
168022	1
168168	1
168223	1
168301	1
168543	1
168604	1
169040	1
169212	0
169523	0
170220	0
172180	1
172225	1
172635	0
173077	1
173281	1
173841	1
174035	1
174923	1
174970	1
175302	1
175321	1
175609	0
175978	1
176974	0
177259	0
177841	1
178972	1
179819	0
180362	1
180804	1
181688	1
182025	0
182040	0
182881	0
183315	0
183668	1
183724	1
184784	0
185094	1
185978	1
186104	1
186156	1
186387	1
186397	1
186823	1
187456	0
187878	1
188042	1
189170	1
189220	1
189405	1
189542	1
189629	1
189860	1
189925	0
190273	1
190541	1
190620	1
190860	0
191274	1
192336	1
192481	0
193566	1
193584	1
193835	1
194042	0
194709	1
195019	1
195219	1
195390	1
195711	1
195738	0
196392	1
196434	1
197084	1
197086	1
197748	1
198016	1
198238	1
200160	0
200694	1
201465	0
201586	1
201923	0
202440	1
202576	1
203652	0
204037	0
204979	0
206311	0
209325	0
209474	0
209638	0
211176	0
211754	0
212193	0
212572	0
213358	0
214209	0
214870	1
215702	0
215953	0
218236	1
219144	1
219913	0
220216	1
220665	1
222183	0
222544	0
223372	0
223697	0
224639	0
225442	0
226188	1
226411	0
226569	0
226728	0
228687	0
229355	0
229679	0
230491	0
230638	1
231711	1
232326	0
233225	1
233362	0
234024	0
234972	0
235061	1
235737	1
236722	1
236735	1
237017	0
238780	1
240198	0
240281	1
240414	1
241260	0
242984	0
243351	0
246933	0
247073	0
248164	0
248223	0
249190	0
249238	0
249533	0
250664	0
251775	0
252389	1
252446	0
252600	0
252789	0
253431	0
253585	1
254979	0
255150	1
255484	1
256185	0
257224	0
258243	0
259351	0
259816	1
259903	0
260630	0
261823	1
264215	1
266608	0
266961	1
267864	0
268920	0
269694	0
271440	0
271918	1
273257	0
273502	0
275745	1
276271	0
277137	0
277702	0
278273	0
278298	1
278347	0
278638	0
278821	0
278847	0
278996	1
280165	1
281039	0
283972	1
284041	0
284109	1
285309	1
285881	0
286199	0
286561	1
287254	1
288615	1
290711	0
290915	0
292019	0
292179	0
292316	1
292606	0
293573	0
293851	1
295354	0
295947	1
295971	0
296871	1
297072	0
297436	0
297528	1
297881	0
298389	0
299432	1
300235	0
301021	0
301865	1
302561	1
302658	0
303353	1
303627	0
304899	0
306089	1
306403	0
306434	0
306641	0
306959	0
309370	0
310066	0
310941	1
310949	0
312438	0
314421	1
314721	1
315558	0
316971	0
317394	0
317556	0
318631	1
318637	0
319071	0
319381	0
322019	0
322109	1
322592	0
323706	0
323712	1
325011	1
325219	1
325745	1
326779	1
327097	1
327137	0
327481	1
327902	1
328048	0
328723	0
328861	1
329154	1
329339	1
329671	1
330278	0
331270	1
331614	1
331686	0
331912	1
331946	1
332272	0
332769	0
334396	1
335674	0
336269	0
336579	0
336613	0
336710	0
337734	0
337882	0
338681	1
339098	0
339441	1
343957	0
345697	0
346941	0
346991	0
347405	0
347759	0
348301	1
348453	0
350456	0
350796	0
351000	0
351830	0
352319	0
353891	0
354328	1
354564	0
355183	0
355372	1
355964	0
358075	0
358686	0
360228	0
360930	0
361054	1
361240	0
363762	0
366717	0
367655	0
371506	0
371780	0
371963	1
373214	0
375486	0
377774	0
378231	0
378247	0
378301	0
379286	0
379416	0
380333	0
380633	0
380691	0
380991	0
381006	0
381073	0
381458	0
382565	0
383174	0
383445	0
384375	0
386576	0
386967	0
388451	0
388574	0
389155	0
390808	1
390857	0
392835	0
394097	0
395024	0
395707	0
396894	0
397546	0
397619	0
397665	0
397962	0
398015	0
398859	0
399048	0
399345	0
399393	0
400099	0
401972	0
402167	0
403395	0
404590	0
405388	0
405932	0
407831	0
408467	0
408701	0
409389	0
409390	0
410216	0
410278	0
410385	0
410415	1
411826	0
412201	1
412842	0
413826	0
413969	1
414322	0
414701	0
414782	0
415003	1
415669	0
417697	0
417710	0
417899	0
418741	0
419269	0
419776	0
420303	0
420615	0
421705	0
421858	1
422864	1
422973	1
423980	0
424097	0
427391	0
427762	1
429234	1
430384	0
430830	0
432369	0
433482	1
434385	0
434631	0
436160	0
436890	0
437933	0
438315	0
438670	0
438753	0
439018	0
439735	1
440296	1
440374	1
440841	0
441337	1
442728	0
443883	1
444102	0
445511	1
445719	0
445847	1
446079	0
447507	0
447517	1
449569	0
449801	0
450467	1
452070	0
452667	0
453469	0
453746	0
454618	0
455718	0
458614	0
458627	0
459566	0
459779	0
460634	1
460900	0
461128	0
461455	1
462499	0
462904	1
464038	1
464684	0
465040	0
466466	1
466960	0
467720	0
468237	0
468916	0
469683	0
470473	0
470902	0
470908	1
473831	0
474345	1
475048	0
477617	0
479559	0
480418	0
480656	0
482483	0
483462	1
483748	0
483773	0
483836	1
484980	1
485117	0
486703	0
486721	0
487622	0
488277	1
488897	0
489612	1
490058	0
490156	0
490572	0
492115	0
492899	1
493109	0
493667	1
493808	1
495070	0
495124	0
496282	0
498011	0
499456	0
499498	0
501703	0
503259	0
503263	0
504324	0
504445	0
504530	0
505025	0
505149	0
506482	1
506607	1
506910	0
507362	0
507384	0
509108	0
509267	0
511804	0
512384	0
513560	0
513741	0
513831	0
514012	0
514316	1
515521	1
516768	0
518306	0
519301	0
519381	0
519819	1
520176	0
520624	0
521891	0
522282	0
522549	0
522896	1
523917	0
523959	0
524784	0
524830	0
525457	1
526556	0
526788	1
526979	0
527282	1
527673	1
528084	1
528890	0
529140	1
531979	0
532111	1
532360	1
532794	0
535350	1
537674	1
538721	0
540473	0
540800	0
542102	0
544552	0
544710	0
545264	1
547187	0
547565	0
547709	0
547996	0
548183	0
548855	0
548971	1
549769	1
550328	0
550677	1
550896	0
552079	0
552671	0
552869	0
553402	0
554593	0
554774	0
555763	1
557404	0
557492	0
558065	0
562537	0
563288	0
564507	0
564819	1
564927	1
565669	0
566177	0
566279	0
567355	0
567499	0
568151	0
570125	0
570592	0
571552	0
572485	0
572491	1
573138	0
573409	0
574893	0
575181	1
575515	0
575564	0
575661	0
576146	0
577267	0
577870	0
577986	0
578872	1
579190	1
580706	1
581000	0
582925	0
583841	0
584602	0
585428	0
586779	0
587723	0
587801	1
587834	0
588433	0
590603	0
590972	1
594314	0
594545	0
594908	0
595379	0
597116	0
597198	0
598463	0
600803	1
600837	1
600953	1
601075	1
601441	1
601459	1
601753	1
601818	1
602431	0
603987	1
604162	1
604429	0
604614	1
605183	1
605249	1
606321	1
606512	0
606763	1
606875	1
608181	0
608360	1
609071	1
609280	1
609907	1
610604	1
611053	0
611249	1
611268	1
611432	1
612091	0
612360	1
612525	1
613838	0
614365	1
614612	1
614865	0
615062	1
615521	1
616371	1
616685	0
617366	1
617496	1
617595	1
618150	1
618180	0
618402	0
618739	0
618800	1
618817	1
619176	1
619480	1
619662	1
620346	1
620576	1
621101	1
621389	1
621467	1
621556	1
622074	1
623091	0
623916	0
623927	1
623929	1
624120	1
624320	1
624828	1
624832	1
624898	0
625527	1
626022	1
626126	1
626338	1
626412	1
626564	1
627152	1
627236	1
627481	1
627593	1
627719	1
627837	1
628704	1
629029	0
629107	1
629420	1
629819	1
629837	1
630444	1
630557	1
631009	1
631080	1
631134	1
631233	1
631646	1
633157	0
633239	1
633561	1
634105	1
634109	1
634273	1
634470	1
634572	1
634857	0
634872	1
635149	1
635151	1
635386	1
635629	1
636434	1
636977	0
637595	1
637752	1
637975	1
638472	1
638531	1
638721	1
638786	1
639003	0
639465	0
640197	1
640713	0
641391	1
641655	1
641689	0
641816	1
642879	0
643445	1
643824	0
644004	1
644267	0
644360	1
644364	1
644403	1
644481	0
646063	0
649339	1
650009	1
650068	0
650870	1
651121	0
651299	1
651626	1
651690	0
651844	0
651845	1
653469	1
653581	1
654063	1
657147	1
657507	1
658659	1
658755	0
658975	0
659145	0
659573	1
660784	1
660794	1
661280	1
661624	0
662450	1
664274	0
664840	0
665526	1
665756	1
665991	1
666095	1
666563	1
667231	1
668601	0
669478	0
669533	1
669621	1
669674	1
669786	1
670693	1
670744	1
670819	1
671291	1
671676	1
671895	1
671914	1
672085	1
672501	1
672692	1
673701	1
673818	1
673986	1
674396	0
674462	0
674841	1
674947	1
675114	1
675204	1
675833	1
675917	1
675922	1
677095	1
677287	1
677574	1
677607	1
677854	1
678235	1
678239	1
678354	1
678539	1
678560	1
678748	1
679860	1
679882	1
680232	1
680436	1
680473	1
680484	1
680607	1
680698	1
680931	1
680997	1
681183	1
681646	1
681741	1
683409	0
683634	0
685235	0
685255	0
685629	1
688441	0
688829	0
689253	1
689677	0
689684	0
690384	1
691045	0
691854	1
691869	1
692031	1
692149	1
692558	0
693417	1
693605	0
693947	1
693997	0
694503	0
694951	1
695562	1
696415	0
696873	1
697502	1
697812	0
699016	1
699375	0
699462	0
699728	0
700769	1
701305	1
701344	0
702897	1
703146	1
703539	1
703764	1
703968	1
704128	1
704178	1
705347	0
705432	0
705454	0
706753	0
707576	0
709524	0
710024	0
710523	0
710647	0
712075	0
712750	0
712779	0
713778	0
714490	0
715789	0
716372	0
717219	0
717760	0
720389	0
721520	0
722168	0
723217	0
723578	0
723927	0
726124	0
726497	0
727355	0
727678	0
727841	0
728938	0
729288	1
729411	1
729653	1
729785	0
732539	0
732603	0
733070	0
734287	0
735159	0
735182	0
736473	0
736497	0
737343	0
738707	0
738742	0
739690	0
739905	0
741940	0
741998	0
742905	1
743587	0
743619	0
743842	0
745216	0
745698	0
746454	0
748672	0
748723	1
748909	0
748949	0
749270	0
749389	0
750285	1
752028	0
754361	0
756591	0
756988	0
761514	0
762293	0
762441	0
763820	0
763911	0
767634	0
768371	0
768611	0
771388	0
771498	1
771544	0
772351	0
772385	1
772625	1
773545	1
773952	1
774278	1
774487	1
775381	0
776130	0
776652	1
776681	1
776895	1
776936	0
777387	1
778052	1
778487	1
778589	1
779670	0
780274	1
781561	1
782772	0
783221	1
784017	0
784282	1
784792	1
785336	0
785531	0
786152	1
786206	0
786668	1
786672	1
786779	1
787974	0
788155	1
789022	1
789948	0
790100	0
790930	1
791839	0
792212	0
793601	0
793897	1
794404	1
794501	1
794776	0
795558	0
795698	0
796135	1
796537	0
796585	1
796847	0
797544	0
797970	0
798615	1
798787	1
799929	1
799947	0
800303	0
800905	1
801239	0
801338	1
802917	0
803904	0
804275	0
804287	1
805694	1
806357	1
806659	1
807000	1
808732	1
809163	1
809627	0
810227	1
810749	1
811144	0
811517	0
811939	1
812111	1
812323	1
812400	0
812455	1
812717	1
813625	1
814861	0
815635	0
816114	0
816433	1
817372	1
817717	1
818262	0
818392	1
818649	1
818736	1
818787	1
819345	1
819506	1
819633	1
819884	1
820281	1
820930	1
821059	1
821441	1
821456	1
821506	1
821539	1
821546	1
821760	1
822024	1
822331	1
823210	1
823287	1
823343	1
823842	1
823922	1
824525	1
825371	1
825468	1
825753	1
825831	1
825917	1
825922	1
826124	1
826324	1
826343	1
826521	1
826528	1
826830	1
827178	1
828196	1
828650	1
828811	0
828829	1
829294	1
830597	0
830719	1
830771	1
830793	1
832053	1
832231	1
832470	1
833227	1
833341	0
833713	1
833780	1
834265	1
834807	1
834818	1
834885	0
834980	1
835496	1
835650	0
835822	1
837806	0
839230	0
839424	1
839496	0
839958	1
840552	1
840663	1
840953	1
841427	1
841509	1
841939	1
841940	0
842070	1
842825	1
843234	1
844150	1
844264	1
845110	1
845298	1
845401	0
845834	0
845960	1
846553	0
847071	1
847295	1
847553	1
847737	0
848801	1
848882	1
849532	1
849551	1
849969	1
850125	1
850685	1
852113	1
852239	1
852519	1
852529	0
852821	1
852933	1
853099	1
853249	1
853449	1
853848	1
854140	1
854286	1
854633	1
854866	1
854891	1
855471	1
855615	0
855952	0
855992	1
856214	0
856707	1
857080	0
857619	1
857709	1
857993	1
858288	0
858569	1
858816	0
859149	1
859770	1
860350	1
860626	1
860823	1
861138	1
861290	1
861407	1
861578	0
861996	1
862197	1
862270	1
862328	1
864421	1
864807	1
864879	1
865263	1
865358	1
865848	1
867214	1
867223	1
867556	1
867755	1
868856	1
868920	1
868969	1
869209	0
869432	0
869662	1
869802	1
870145	0
870217	1
870746	0
871413	0
871994	1
872220	1
872653	1
873380	1
873987	1
874024	1
874719	0
875052	1
875914	1
876434	1
876702	1
876921	1
877821	1
877830	1
877833	1
878494	1
879070	1
879216	1
879294	0
879801	1
881543	1
881724	1
882344	1
882420	1
882671	1
882703	0
883092	0
883607	1
883716	0
884106	0
885016	0
885622	1
885820	0
886379	0
886625	0
887573	0
887722	0
888304	0
888812	1
888911	1
890776	0
890834	0
891319	0
892022	0
893831	1
894015	1
894081	1
895573	0
896432	0
896436	0
897788	0
899276	0
900160	0
902540	0
902635	0
903858	1
904344	1
904422	1
904693	1
905126	1
905153	1
905338	1
905578	1
905593	1
905812	1
906584	1
907161	0
909301	0
909327	1
909686	0
909959	0
909993	0
910735	0
910824	0
911023	0
911436	0
911621	0
911635	0
911714	0
911928	1
912136	0
912845	0
915347	0
915608	0
916174	0
917961	1
918501	0
920170	0
922859	0
923026	1
923373	0
923454	0
924563	1
924594	1
925557	1
925838	1
926319	1
926571	0
927345	0
927973	0
932064	1
932404	1
933066	1
933401	1
933808	1
933836	1
933903	1
934072	1
934225	0
935336	1
935342	0
935609	0
936244	1
936279	1
937121	1
937262	1
937458	1
937855	1
937888	1
937890	1
937997	1
938409	1
938531	1
938739	1
939202	1
940090	1
940920	1
941040	0
941283	1
941358	1
941687	1
941874	0
942240	0
942416	0
942678	1
942792	1
944309	1
944361	1
944661	0
945019	1
945239	0
945565	1
946327	1
946465	1
946920	1
946930	1
947500	1
947541	1
948323	0
949400	1
949753	0
950809	1
950899	0
951246	1
951585	0
952148	1
952744	1
952790	0
952869	1
953583	1
953662	1
953779	1
954911	1
955266	1
955338	1
955580	1
955619	1
955911	0
957313	1
957340	1
957472	1
957492	1
957789	1
958782	1
959133	1
959422	0
959448	1
959918	0
960239	1
961254	0
962329	0
962415	1
962715	0
963087	1
963511	1
963572	1
966565	1
966584	1
966690	0
967589	0
968082	1
968967	0
970583	1
971860	0
972062	1
972336	1
972806	1
973394	0
973627	1
973924	0
974061	1
974799	0
975268	1
975833	0
976138	1
976977	0
977414	1
979247	1
983789	0
984681	0
986004	1
986152	1
986426	1
986779	0
986906	0
988360	1
988454	0
988624	1
989173	1
991029	0
992706	0
992958	0
993200	0
993349	1
995324	0
996027	0
996057	0
996250	0
996750	1
997558	1
997711	0
998183	0
999099	1
999278	0
1000011	1
1001429	0
1001757	0
1002716	0
1002785	0
1003453	1
1003478	0
1004088	1
1004610	0
1004657	0
1006981	1
1007489	1
1007814	1
1008317	0
1008356	0
1009745	0
1010235	0
1010392	0
1012573	0
1013071	1
1013488	1
1013533	0
1013687	0
1013765	0
1014707	0
1015660	0
1016545	0
1016827	1
1016970	0
1017299	1
1017391	1
1018718	1
1018856	0
1018936	1
1019264	0
1019474	1
1019567	1
1019586	0
1019934	1
1021356	0
1022315	0
1022498	1
1023034	0
1023090	1
1023293	1
1024756	0
1026756	1
1026843	0
1027049	0
1028174	0
1029089	0
1029369	1
1031188	0
1031675	1
1032642	0
1032679	0
1033288	1
1033373	0
1034053	1
1034096	1
1035236	0
1035534	0
1035796	0
1036053	0
1036374	1
1038660	0
1040309	0
1040659	1
1040799	0
1041685	0
1041892	1
1044908	0
1044912	1
1045131	0
1045762	1
1046332	0
1048873	0
1049357	0
1050212	0
1051030	1
1051339	1
1051465	0
1052178	1
1053782	0
1054668	1
1055045	0
1055123	1
1055966	1
1056064	0
1056440	0
1056540	0
1056793	0
1057201	1
1058382	0
1058472	0
1059618	0
1060662	1
1061268	0
1061962	0
1062620	0
1063035	0
1064643	1
1065523	1
1066886	0
1067496	0
1068039	0
1068280	0
1069887	0
1070143	0
1070281	0
1071444	0
1071747	1
1071961	0
1072029	1
1073905	0
1074105	0
1074256	1
1074331	0
1074764	1
1076247	0
1077094	0
1077381	1
1077751	0
1079626	0
1083179	1
1083498	0
1083598	0
1083936	0
1084493	0
1085027	0
1085447	0
1086051	0
1086507	0
1087082	0
1087142	0
1087324	0
1090698	0
1091346	0
1094203	0
1094711	0
1094858	0
1096441	0
1096711	0
1097491	0
1097805	1
1098152	1
1098291	1
1098426	1
1098634	1
1098708	1
1098731	1
1099203	1
1099384	1
1099558	1
1100138	0
1101027	1
1101101	1
1101637	1
1102122	1
1102219	1
1102269	1
1102416	1
1102670	1
1103031	1
1103047	1
1103401	1
1103631	1
1103725	1
1103827	1
1103846	1
1104027	1
1104907	1
1105034	1
1105260	1
1105456	1
1105638	1
1105759	1
1105870	1
1106172	1
1106409	1
1108139	0
1110610	1
1110619	0
1111052	0
1111552	0
1111636	0
1113135	0
1113657	0
1113730	0
1113868	0
1114211	0
1114487	0
1115222	1
1115523	0
1116637	0
1117838	0
1119516	0
1119777	0
1119895	0
1121520	0
1122574	0
1123596	0
1125936	1
1129088	0
1130412	0
1131793	0
1131975	0
1132846	0
1133223	0
1133318	0
1133614	0
1133767	0
1134858	0
1135870	0
1136709	1
1138132	1
1138702	1
1139142	0
1140004	0
1140230	1
1141606	0
1141676	1
1142063	0
1143663	0
1143853	0
1143898	0
1144161	0
1144879	0
1145752	0
1146010	0
1146616	0
1147301	0
1147330	1
1147685	0
1147893	0
1149991	1
1150117	0
1151091	1
1151660	0
1153542	0
1154771	0
1155194	1
1157975	0
1159050	0
1161063	1
1161510	0
1161636	0
1161929	0
1163083	0
1163337	0
1163601	0
1163977	0
1165097	0
1165340	0
1165566	1
